RUN	bank.CreateAccountSimulation	createaccountsimulation	1593599673367	 	3.3.1
USER	Create account	412	START	1593599681169	1593599681169
REQUEST	79		Create new account	1593599680057	1593599681171	OK	 
USER	Create account	79	END	1593599680056	1593599681172
USER	Create account	415	START	1593599681174	1593599681174
USER	Create account	416	START	1593599681174	1593599681174
USER	Create account	417	START	1593599681174	1593599681174
REQUEST	89		Create new account	1593599680089	1593599681181	OK	 
REQUEST	82		Create new account	1593599680068	1593599681182	OK	 
USER	Create account	89	END	1593599680088	1593599681182
USER	Create account	82	END	1593599680067	1593599681182
USER	Create account	420	START	1593599681185	1593599681185
USER	Create account	418	START	1593599681185	1593599681185
USER	Create account	419	START	1593599681185	1593599681185
REQUEST	87		Create new account	1593599680089	1593599681188	OK	 
USER	Create account	87	END	1593599680088	1593599681189
USER	Create account	422	START	1593599681195	1593599681195
USER	Create account	421	START	1593599681195	1593599681195
USER	Create account	423	START	1593599681195	1593599681195
REQUEST	85		Create new account	1593599680079	1593599681203	OK	 
USER	Create account	85	END	1593599680077	1593599681204
USER	Create account	426	START	1593599681206	1593599681206
USER	Create account	424	START	1593599681206	1593599681206
USER	Create account	425	START	1593599681206	1593599681206
USER	Create account	429	START	1593599681216	1593599681216
USER	Create account	428	START	1593599681216	1593599681216
USER	Create account	427	START	1593599681216	1593599681216
REQUEST	92		Create new account	1593599680100	1593599681226	OK	 
USER	Create account	92	END	1593599680099	1593599681226
USER	Create account	432	START	1593599681226	1593599681226
USER	Create account	430	START	1593599681226	1593599681226
USER	Create account	431	START	1593599681226	1593599681226
REQUEST	88		Create new account	1593599680089	1593599681233	OK	 
USER	Create account	88	END	1593599680088	1593599681234
REQUEST	84		Create new account	1593599680079	1593599681236	OK	 
USER	Create account	433	START	1593599681236	1593599681236
USER	Create account	435	START	1593599681236	1593599681236
USER	Create account	434	START	1593599681236	1593599681236
USER	Create account	84	END	1593599680077	1593599681237
USER	Create account	436	START	1593599681247	1593599681247
USER	Create account	437	START	1593599681247	1593599681247
USER	Create account	438	START	1593599681247	1593599681247
REQUEST	86		Create new account	1593599680078	1593599681253	OK	 
USER	Create account	86	END	1593599680077	1593599681254
USER	Create account	439	START	1593599681258	1593599681258
USER	Create account	440	START	1593599681258	1593599681258
USER	Create account	441	START	1593599681258	1593599681258
REQUEST	95		Create new account	1593599680105	1593599681267	OK	 
USER	Create account	95	END	1593599680104	1593599681268
USER	Create account	442	START	1593599681268	1593599681268
USER	Create account	444	START	1593599681268	1593599681268
USER	Create account	443	START	1593599681268	1593599681268
USER	Create account	445	START	1593599681279	1593599681279
USER	Create account	446	START	1593599681279	1593599681279
USER	Create account	447	START	1593599681279	1593599681279
REQUEST	94		Create new account	1593599680105	1593599681282	OK	 
USER	Create account	94	END	1593599680104	1593599681282
USER	Create account	448	START	1593599681289	1593599681289
USER	Create account	449	START	1593599681289	1593599681289
USER	Create account	450	START	1593599681289	1593599681289
REQUEST	93		Create new account	1593599680106	1593599681302	OK	 
USER	Create account	451	START	1593599681303	1593599681303
USER	Create account	93	END	1593599680104	1593599681302
USER	Create account	452	START	1593599681304	1593599681304
REQUEST	91		Create new account	1593599680100	1593599681304	OK	 
USER	Create account	454	START	1593599681304	1593599681304
USER	Create account	453	START	1593599681304	1593599681304
USER	Create account	455	START	1593599681304	1593599681304
USER	Create account	456	START	1593599681304	1593599681304
USER	Create account	91	END	1593599680099	1593599681304
REQUEST	97		Create new account	1593599680115	1593599681313	OK	 
USER	Create account	97	END	1593599680115	1593599681313
USER	Create account	458	START	1593599681314	1593599681314
USER	Create account	457	START	1593599681314	1593599681314
USER	Create account	459	START	1593599681314	1593599681314
REQUEST	90		Create new account	1593599680101	1593599681317	OK	 
USER	Create account	90	END	1593599680099	1593599681318
USER	Create account	462	START	1593599681325	1593599681325
USER	Create account	461	START	1593599681325	1593599681325
USER	Create account	460	START	1593599681325	1593599681325
REQUEST	96		Create new account	1593599680116	1593599681329	OK	 
USER	Create account	96	END	1593599680115	1593599681330
USER	Create account	463	START	1593599681335	1593599681335
USER	Create account	465	START	1593599681335	1593599681335
USER	Create account	464	START	1593599681335	1593599681335
USER	Create account	468	START	1593599681345	1593599681345
USER	Create account	466	START	1593599681345	1593599681345
USER	Create account	467	START	1593599681345	1593599681345
REQUEST	98		Create new account	1593599680121	1593599681350	OK	 
USER	Create account	98	END	1593599680115	1593599681351
USER	Create account	470	START	1593599681356	1593599681356
USER	Create account	469	START	1593599681356	1593599681356
USER	Create account	471	START	1593599681356	1593599681356
REQUEST	101		Create new account	1593599680126	1593599681365	OK	 
USER	Create account	101	END	1593599680125	1593599681366
USER	Create account	473	START	1593599681367	1593599681367
USER	Create account	474	START	1593599681367	1593599681367
USER	Create account	472	START	1593599681367	1593599681367
USER	Create account	475	START	1593599681378	1593599681378
USER	Create account	477	START	1593599681378	1593599681378
USER	Create account	476	START	1593599681378	1593599681378
REQUEST	100		Create new account	1593599680127	1593599681378	OK	 
USER	Create account	100	END	1593599680125	1593599681379
USER	Create account	478	START	1593599681388	1593599681388
USER	Create account	480	START	1593599681388	1593599681388
USER	Create account	479	START	1593599681388	1593599681388
REQUEST	99		Create new account	1593599680127	1593599681395	OK	 
USER	Create account	99	END	1593599680125	1593599681395
USER	Create account	482	START	1593599681399	1593599681399
USER	Create account	483	START	1593599681399	1593599681399
USER	Create account	481	START	1593599681399	1593599681399
REQUEST	104		Create new account	1593599680137	1593599681401	OK	 
USER	Create account	104	END	1593599680136	1593599681402
USER	Create account	484	START	1593599681404	1593599681404
USER	Create account	485	START	1593599681404	1593599681404
USER	Create account	486	START	1593599681404	1593599681404
USER	Create account	489	START	1593599681414	1593599681414
USER	Create account	487	START	1593599681414	1593599681414
USER	Create account	488	START	1593599681414	1593599681414
REQUEST	102		Create new account	1593599680138	1593599681416	OK	 
USER	Create account	102	END	1593599680136	1593599681417
USER	Create account	491	START	1593599681424	1593599681424
USER	Create account	490	START	1593599681424	1593599681424
USER	Create account	492	START	1593599681424	1593599681424
REQUEST	103		Create new account	1593599680137	1593599681426	OK	 
USER	Create account	103	END	1593599680136	1593599681426
USER	Create account	493	START	1593599681434	1593599681434
USER	Create account	495	START	1593599681434	1593599681434
USER	Create account	494	START	1593599681434	1593599681434
REQUEST	106		Create new account	1593599680147	1593599681437	OK	 
USER	Create account	106	END	1593599680146	1593599681438
REQUEST	107		Create new account	1593599680148	1593599681440	OK	 
USER	Create account	107	END	1593599680146	1593599681441
USER	Create account	496	START	1593599681445	1593599681445
USER	Create account	497	START	1593599681445	1593599681445
USER	Create account	498	START	1593599681445	1593599681445
USER	Create account	501	START	1593599681456	1593599681456
USER	Create account	500	START	1593599681456	1593599681456
USER	Create account	499	START	1593599681455	1593599681455
REQUEST	108		Create new account	1593599680158	1593599681460	OK	 
USER	Create account	108	END	1593599680157	1593599681461
REQUEST	109		Create new account	1593599680158	1593599681462	OK	 
USER	Create account	109	END	1593599680157	1593599681463
USER	Create account	503	START	1593599681466	1593599681466
USER	Create account	502	START	1593599681466	1593599681466
USER	Create account	504	START	1593599681466	1593599681466
REQUEST	115		Create new account	1593599680180	1593599681476	OK	 
USER	Create account	506	START	1593599681476	1593599681476
USER	Create account	505	START	1593599681476	1593599681476
USER	Create account	507	START	1593599681476	1593599681476
USER	Create account	115	END	1593599680178	1593599681476
REQUEST	110		Create new account	1593599680158	1593599681479	OK	 
USER	Create account	110	END	1593599680157	1593599681480
USER	Create account	510	START	1593599681486	1593599681486
USER	Create account	509	START	1593599681486	1593599681486
USER	Create account	508	START	1593599681486	1593599681486
USER	Create account	513	START	1593599681497	1593599681497
USER	Create account	511	START	1593599681496	1593599681496
USER	Create account	512	START	1593599681496	1593599681496
REQUEST	105		Create new account	1593599680147	1593599681500	OK	 
REQUEST	111		Create new account	1593599680169	1593599681500	OK	 
USER	Create account	111	END	1593599680168	1593599681500
USER	Create account	105	END	1593599680146	1593599681501
USER	Create account	514	START	1593599681508	1593599681508
USER	Create account	515	START	1593599681508	1593599681508
USER	Create account	516	START	1593599681508	1593599681508
USER	Create account	517	START	1593599681518	1593599681518
USER	Create account	519	START	1593599681518	1593599681518
USER	Create account	518	START	1593599681518	1593599681518
REQUEST	113		Create new account	1593599680168	1593599681528	OK	 
USER	Create account	113	END	1593599680168	1593599681528
USER	Create account	520	START	1593599681529	1593599681529
USER	Create account	521	START	1593599681529	1593599681529
USER	Create account	522	START	1593599681530	1593599681530
USER	Create account	525	START	1593599681534	1593599681534
USER	Create account	524	START	1593599681534	1593599681534
USER	Create account	523	START	1593599681534	1593599681534
REQUEST	112		Create new account	1593599680169	1593599681535	OK	 
USER	Create account	112	END	1593599680168	1593599681536
USER	Create account	528	START	1593599681544	1593599681544
USER	Create account	526	START	1593599681544	1593599681544
USER	Create account	527	START	1593599681544	1593599681544
REQUEST	121		Create new account	1593599680195	1593599681547	OK	 
USER	Create account	121	END	1593599680194	1593599681548
REQUEST	114		Create new account	1593599680180	1593599681548	OK	 
USER	Create account	114	END	1593599680178	1593599681549
USER	Create account	530	START	1593599681554	1593599681554
USER	Create account	531	START	1593599681554	1593599681554
USER	Create account	529	START	1593599681554	1593599681554
REQUEST	120		Create new account	1593599680194	1593599681560	OK	 
USER	Create account	120	END	1593599680194	1593599681560
USER	Create account	533	START	1593599681565	1593599681565
USER	Create account	532	START	1593599681565	1593599681565
USER	Create account	534	START	1593599681565	1593599681565
REQUEST	122		Create new account	1593599680195	1593599681576	OK	 
USER	Create account	535	START	1593599681576	1593599681576
