RUN	bank.TransactionsSimulation	transactionssimulation	1593600116115	 	3.3.1
USER	Transactions	2175	START	1593600136997	1593600136997
USER	Transactions	2176	START	1593600137007	1593600137007
USER	Transactions	2177	START	1593600137007	1593600137007
REQUEST	1186		Transaction	1593600130408	1593600137014	OK	 
USER	Transactions	1186	END	1593600130408	1593600137015
USER	Transactions	2178	START	1593600137018	1593600137018
REQUEST	1188		Transaction	1593600130419	1593600137019	OK	 
USER	Transactions	1188	END	1593600130418	1593600137020
USER	Transactions	2180	START	1593600137028	1593600137028
USER	Transactions	2179	START	1593600137028	1593600137028
REQUEST	1190		Transaction	1593600130430	1593600137029	OK	 
USER	Transactions	1190	END	1593600130429	1593600137029
USER	Transactions	2181	START	1593600137039	1593600137039
USER	Transactions	2183	START	1593600137044	1593600137044
USER	Transactions	2182	START	1593600137044	1593600137044
REQUEST	1189		Transaction	1593600130429	1593600137045	OK	 
USER	Transactions	1189	END	1593600130429	1593600137045
USER	Transactions	2184	START	1593600137054	1593600137054
USER	Transactions	2186	START	1593600137064	1593600137064
USER	Transactions	2185	START	1593600137064	1593600137064
REQUEST	1191		Transaction	1593600130434	1593600137068	OK	 
USER	Transactions	1191	END	1593600130434	1593600137069
USER	Transactions	2187	START	1593600137075	1593600137075
REQUEST	1192		Transaction	1593600130444	1593600137079	OK	 
USER	Transactions	1192	END	1593600130444	1593600137079
REQUEST	1193		Transaction	1593600130444	1593600137085	OK	 
USER	Transactions	1193	END	1593600130444	1593600137085
USER	Transactions	2188	START	1593600137086	1593600137086
USER	Transactions	2189	START	1593600137086	1593600137086
REQUEST	1195		Transaction	1593600130465	1593600137095	OK	 
USER	Transactions	1195	END	1593600130465	1593600137095
USER	Transactions	2190	START	1593600137097	1593600137097
USER	Transactions	2192	START	1593600137107	1593600137107
USER	Transactions	2191	START	1593600137107	1593600137107
REQUEST	1194		Transaction	1593600130454	1593600137111	OK	 
USER	Transactions	1194	END	1593600130454	1593600137112
USER	Transactions	2193	START	1593600137118	1593600137118
REQUEST	1196		Transaction	1593600130465	1593600137124	OK	 
USER	Transactions	1196	END	1593600130465	1593600137125
USER	Transactions	2194	START	1593600137128	1593600137128
USER	Transactions	2195	START	1593600137128	1593600137128
USER	Transactions	2196	START	1593600137139	1593600137139
USER	Transactions	2197	START	1593600137144	1593600137144
USER	Transactions	2198	START	1593600137144	1593600137144
USER	Transactions	2199	START	1593600137154	1593600137154
USER	Transactions	2200	START	1593600137165	1593600137165
USER	Transactions	2201	START	1593600137165	1593600137165
REQUEST	1197		Transaction	1593600130476	1593600137168	OK	 
USER	Transactions	1197	END	1593600130475	1593600137168
REQUEST	1199		Transaction	1593600130486	1593600137172	OK	 
USER	Transactions	1199	END	1593600130486	1593600137173
USER	Transactions	2202	START	1593600137175	1593600137175
USER	Transactions	2204	START	1593600137186	1593600137186
USER	Transactions	2203	START	1593600137186	1593600137186
USER	Transactions	2205	START	1593600137197	1593600137197
REQUEST	1198		Transaction	1593600130486	1593600137203	OK	 
USER	Transactions	1198	END	1593600130486	1593600137203
USER	Transactions	2206	START	1593600137207	1593600137207
USER	Transactions	2207	START	1593600137207	1593600137207
REQUEST	1200		Transaction	1593600130497	1593600137209	OK	 
USER	Transactions	1200	END	1593600130497	1593600137210
USER	Transactions	2208	START	1593600137218	1593600137218
REQUEST	1201		Transaction	1593600130508	1593600137227	OK	 
USER	Transactions	1201	END	1593600130508	1593600137228
USER	Transactions	2210	START	1593600137229	1593600137229
USER	Transactions	2209	START	1593600137229	1593600137229
REQUEST	1202		Transaction	1593600130508	1593600137231	OK	 
USER	Transactions	1202	END	1593600130508	1593600137231
USER	Transactions	2211	START	1593600137234	1593600137234
USER	Transactions	2213	START	1593600137244	1593600137244
USER	Transactions	2212	START	1593600137244	1593600137244
REQUEST	1203		Transaction	1593600130518	1593600137252	OK	 
USER	Transactions	1203	END	1593600130518	1593600137252
USER	Transactions	2214	START	1593600137255	1593600137255
REQUEST	1205		Transaction	1593600130529	1593600137260	OK	 
USER	Transactions	1205	END	1593600130529	1593600137260
USER	Transactions	2215	START	1593600137265	1593600137265
USER	Transactions	2216	START	1593600137265	1593600137265
USER	Transactions	2217	START	1593600137276	1593600137276
REQUEST	1204		Transaction	1593600130529	1593600137277	OK	 
USER	Transactions	1204	END	1593600130529	1593600137277
REQUEST	1206		Transaction	1593600130534	1593600137282	OK	 
USER	Transactions	1206	END	1593600130534	1593600137282
USER	Transactions	2219	START	1593600137286	1593600137286
USER	Transactions	2218	START	1593600137286	1593600137286
REQUEST	1208		Transaction	1593600130545	1593600137296	OK	 
USER	Transactions	1208	END	1593600130544	1593600137297
USER	Transactions	2220	START	1593600137297	1593600137297
USER	Transactions	2221	START	1593600137307	1593600137307
USER	Transactions	2222	START	1593600137307	1593600137307
REQUEST	1207		Transaction	1593600130545	1593600137312	OK	 
USER	Transactions	1207	END	1593600130544	1593600137312
USER	Transactions	2223	START	1593600137318	1593600137318
REQUEST	1211		Transaction	1593600130566	1593600137326	OK	 
USER	Transactions	1211	END	1593600130566	1593600137327
USER	Transactions	2224	START	1593600137328	1593600137328
USER	Transactions	2225	START	1593600137328	1593600137328
REQUEST	1209		Transaction	1593600130555	1593600137336	OK	 
USER	Transactions	1209	END	1593600130555	1593600137337
USER	Transactions	2226	START	1593600137339	1593600137339
REQUEST	1212		Transaction	1593600130578	1593600137342	OK	 
USER	Transactions	1212	END	1593600130577	1593600137342
USER	Transactions	2227	START	1593600137344	1593600137344
USER	Transactions	2228	START	1593600137344	1593600137344
USER	Transactions	2229	START	1593600137354	1593600137354
REQUEST	1210		Transaction	1593600130566	1593600137362	OK	 
USER	Transactions	1210	END	1593600130566	1593600137362
USER	Transactions	2230	START	1593600137364	1593600137364
USER	Transactions	2231	START	1593600137364	1593600137364
REQUEST	1214		Transaction	1593600130588	1593600137375	OK	 
USER	Transactions	2232	START	1593600137375	1593600137375
USER	Transactions	1214	END	1593600130588	1593600137375
REQUEST	1213		Transaction	1593600130588	1593600137383	OK	 
USER	Transactions	1213	END	1593600130588	1593600137383
USER	Transactions	2234	START	1593600137385	1593600137385
USER	Transactions	2233	START	1593600137385	1593600137385
REQUEST	1215		Transaction	1593600130598	1593600137388	OK	 
USER	Transactions	1215	END	1593600130598	1593600137389
USER	Transactions	2235	START	1593600137395	1593600137395
USER	Transactions	2237	START	1593600137406	1593600137406
USER	Transactions	2236	START	1593600137406	1593600137406
REQUEST	1217		Transaction	1593600130609	1593600137413	OK	 
USER	Transactions	1217	END	1593600130609	1593600137413
USER	Transactions	2238	START	1593600137417	1593600137417
REQUEST	1216		Transaction	1593600130609	1593600137426	OK	 
USER	Transactions	1216	END	1593600130609	1593600137426
USER	Transactions	2239	START	1593600137427	1593600137427
USER	Transactions	2240	START	1593600137427	1593600137427
REQUEST	1218		Transaction	1593600130614	1593600137430	OK	 
USER	Transactions	1218	END	1593600130614	1593600137430
USER	Transactions	2241	START	1593600137438	1593600137438
REQUEST	1220		Transaction	1593600130624	1593600137441	OK	 
USER	Transactions	1220	END	1593600130624	1593600137441
USER	Transactions	2242	START	1593600137449	1593600137449
USER	Transactions	2243	START	1593600137449	1593600137449
REQUEST	1219		Transaction	1593600130624	1593600137452	OK	 
USER	Transactions	1219	END	1593600130624	1593600137453
USER	Transactions	2244	START	1593600137454	1593600137454
USER	Transactions	2245	START	1593600137464	1593600137464
USER	Transactions	2246	START	1593600137464	1593600137464
REQUEST	1223		Transaction	1593600130644	1593600137472	OK	 
USER	Transactions	1223	END	1593600130644	1593600137472
REQUEST	1221		Transaction	1593600130634	1593600137473	OK	 
USER	Transactions	1221	END	1593600130634	1593600137474
USER	Transactions	2247	START	1593600137475	1593600137475
REQUEST	1222		Transaction	1593600130644	1593600137483	OK	 
USER	Transactions	1222	END	1593600130644	1593600137483
USER	Transactions	2248	START	1593600137486	1593600137486
USER	Transactions	2249	START	1593600137486	1593600137486
USER	Transactions	2250	START	1593600137497	1593600137497
REQUEST	1224		Transaction	1593600130655	1593600137501	OK	 
USER	Transactions	1224	END	1593600130655	1593600137501
USER	Transactions	2251	START	1593600137507	1593600137507
USER	Transactions	2252	START	1593600137507	1593600137507
USER	Transactions	2253	START	1593600137518	1593600137518
REQUEST	1225		Transaction	1593600130665	1593600137519	OK	 
USER	Transactions	1225	END	1593600130665	1593600137519
REQUEST	1226		Transaction	1593600130666	1593600137524	OK	 
USER	Transactions	1226	END	1593600130665	1593600137524
USER	Transactions	2255	START	1593600137528	1593600137528
USER	Transactions	2254	START	1593600137528	1593600137528
USER	Transactions	2256	START	1593600137539	1593600137539
REQUEST	1227		Transaction	1593600130676	1593600137542	OK	 
USER	Transactions	1227	END	1593600130675	1593600137542
USER	Transactions	2258	START	1593600137544	1593600137544
USER	Transactions	2257	START	1593600137544	1593600137544
USER	Transactions	2259	START	1593600137554	1593600137554
REQUEST	1228		Transaction	1593600130686	1593600137554	OK	 
USER	Transactions	1228	END	1593600130686	1593600137555
USER	Transactions	2261	START	1593600137565	1593600137565
USER	Transactions	2260	START	1593600137565	1593600137565
REQUEST	1229		Transaction	1593600130697	1593600137575	OK	 
REQUEST	1230		Transaction	1593600130697	1593600137575	OK	 
USER	Transactions	2262	START	1593600137575	1593600137575
USER	Transactions	1229	END	1593600130697	1593600137575
USER	Transactions	1230	END	1593600130697	1593600137575
USER	Transactions	2263	START	1593600137586	1593600137586
USER	Transactions	2264	START	1593600137586	1593600137586
REQUEST	1232		Transaction	1593600130717	1593600137591	OK	 
USER	Transactions	1232	END	1593600130717	1593600137591
USER	Transactions	2265	START	1593600137597	1593600137597
REQUEST	1231		Transaction	1593600130707	1593600137602	OK	 
USER	Transactions	1231	END	1593600130707	1593600137602
USER	Transactions	2267	START	1593600137608	1593600137608
USER	Transactions	2266	START	1593600137608	1593600137608
REQUEST	1234		Transaction	1593600130727	1593600137617	OK	 
USER	Transactions	1234	END	1593600130727	1593600137617
USER	Transactions	2268	START	1593600137618	1593600137618
REQUEST	1233		Transaction	1593600130717	1593600137622	OK	 
USER	Transactions	1233	END	1593600130717	1593600137622
USER	Transactions	2270	START	1593600137629	1593600137629
USER	Transactions	2269	START	1593600137629	1593600137629
REQUEST	1235		Transaction	1593600130738	1593600137632	OK	 
USER	Transactions	1235	END	1593600130738	1593600137632
USER	Transactions	2271	START	1593600137634	1593600137634
REQUEST	1236		Transaction	1593600130738	1593600137643	OK	 
USER	Transactions	1236	END	1593600130738	1593600137644
USER	Transactions	2273	START	1593600137644	1593600137644
USER	Transactions	2272	START	1593600137644	1593600137644
USER	Transactions	2274	START	1593600137654	1593600137654
REQUEST	1237		Transaction	1593600130749	1593600137658	OK	 
USER	Transactions	1237	END	1593600130749	1593600137659
USER	Transactions	2276	START	1593600137665	1593600137665
USER	Transactions	2275	START	1593600137665	1593600137665
REQUEST	1239		Transaction	1593600130754	1593600137667	OK	 
USER	Transactions	1239	END	1593600130754	1593600137668
USER	Transactions	2277	START	1593600137676	1593600137676
REQUEST	1238		Transaction	1593600130754	1593600137681	OK	 
USER	Transactions	1238	END	1593600130754	1593600137682
USER	Transactions	2278	START	1593600137686	1593600137686
USER	Transactions	2280	START	1593600137697	1593600137697
USER	Transactions	2279	START	1593600137697	1593600137697
REQUEST	1240		Transaction	1593600130765	1593600137698	OK	 
USER	Transactions	1240	END	1593600130764	1593600137698
REQUEST	1241		Transaction	1593600130775	1593600137701	OK	 
USER	Transactions	1241	END	1593600130775	1593600137702
USER	Transactions	2281	START	1593600137708	1593600137708
USER	Transactions	2283	START	1593600137719	1593600137719
USER	Transactions	2282	START	1593600137719	1593600137719
REQUEST	1242		Transaction	1593600130775	1593600137720	OK	 
USER	Transactions	1242	END	1593600130775	1593600137721
USER	Transactions	2284	START	1593600137724	1593600137724
REQUEST	1243		Transaction	1593600130786	1593600137728	OK	 
USER	Transactions	1243	END	1593600130786	1593600137728
USER	Transactions	2286	START	1593600137734	1593600137734
USER	Transactions	2285	START	1593600137734	1593600137734
REQUEST	1244		Transaction	1593600130797	1593600137744	OK	 
USER	Transactions	1244	END	1593600130796	1593600137745
USER	Transactions	2287	START	1593600137745	1593600137745
REQUEST	1245		Transaction	1593600130797	1593600137747	OK	 
USER	Transactions	1245	END	1593600130796	1593600137748
USER	Transactions	2289	START	1593600137755	1593600137755
USER	Transactions	2288	START	1593600137755	1593600137755
USER	Transactions	2290	START	1593600137766	1593600137766
REQUEST	1246		Transaction	1593600130807	1593600137768	OK	 
USER	Transactions	1246	END	1593600130807	1593600137768
USER	Transactions	2292	START	1593600137776	1593600137776
USER	Transactions	2291	START	1593600137776	1593600137776
REQUEST	1248		Transaction	1593600130817	1593600137779	OK	 
USER	Transactions	1248	END	1593600130817	1593600137779
USER	Transactions	2293	START	1593600137787	1593600137787
USER	Transactions	2294	START	1593600137798	1593600137798
USER	Transactions	2295	START	1593600137798	1593600137798
REQUEST	1249		Transaction	1593600130828	1593600137804	OK	 
REQUEST	1247		Transaction	1593600130817	1593600137804	OK	 
USER	Transactions	1247	END	1593600130817	1593600137805
USER	Transactions	1249	END	1593600130828	1593600137805
USER	Transactions	2296	START	1593600137809	1593600137809
USER	Transactions	2297	START	1593600137814	1593600137814
USER	Transactions	2298	START	1593600137814	1593600137814
USER	Transactions	2299	START	1593600137824	1593600137824
REQUEST	1250		Transaction	1593600130839	1593600137827	OK	 
USER	Transactions	1250	END	1593600130838	1593600137827
REQUEST	1251		Transaction	1593600130839	1593600137829	OK	 
USER	Transactions	1251	END	1593600130838	1593600137829
USER	Transactions	2301	START	1593600137834	1593600137834
USER	Transactions	2300	START	1593600137834	1593600137834
USER	Transactions	2302	START	1593600137845	1593600137845
REQUEST	1254		Transaction	1593600130854	1593600137846	OK	 
USER	Transactions	1254	END	1593600130854	1593600137846
REQUEST	1252		Transaction	1593600130849	1593600137848	OK	 
USER	Transactions	1252	END	1593600130849	1593600137848
USER	Transactions	2304	START	1593600137855	1593600137855
USER	Transactions	2303	START	1593600137855	1593600137855
USER	Transactions	2305	START	1593600137866	1593600137866
