RUN	bank.TotalLoadSimulation	totalloadsimulation	1593599850915	 	3.3.1
USER	Bank Load	335	END	1593599863787	1593599884962
REQUEST	858		Get Balance	1593599874254	1593599884966	OK	 
REQUEST	562		Transaction	1593599874513	1593599884986	OK	 
REQUEST	859		Get Balance	1593599874276	1593599884997	OK	 
REQUEST	337		Create new account	1593599874534	1593599885013	OK	 
USER	Bank Load	337	END	1593599863823	1593599885013
REQUEST	860		Get Balance	1593599874297	1593599885020	OK	 
REQUEST	861		Get Balance	1593599874318	1593599885044	OK	 
REQUEST	338		Create new account	1593599874549	1593599885048	OK	 
USER	Bank Load	338	END	1593599863844	1593599885049
REQUEST	564		Transaction	1593599874582	1593599885076	OK	 
REQUEST	563		Transaction	1593599874565	1593599885082	OK	 
REQUEST	862		Get Balance	1593599874339	1593599885087	OK	 
REQUEST	339		Create new account	1593599874589	1593599885096	OK	 
USER	Bank Load	339	END	1593599863866	1593599885096
REQUEST	863		Get Balance	1593599874353	1593599885116	OK	 
REQUEST	864		Get Balance	1593599874374	1593599885120	OK	 
REQUEST	565		Transaction	1593599874607	1593599885140	OK	 
REQUEST	566		Transaction	1593599874627	1593599885144	OK	 
REQUEST	865		Get Balance	1593599874395	1593599885161	OK	 
REQUEST	340		Create new account	1593599874638	1593599885164	OK	 
USER	Bank Load	340	END	1593599863887	1593599885165
REQUEST	567		Transaction	1593599874660	1593599885189	OK	 
REQUEST	866		Get Balance	1593599874416	1593599885189	OK	 
REQUEST	341		Create new account	1593599874669	1593599885202	OK	 
USER	Bank Load	341	END	1593599863908	1593599885202
REQUEST	568		Transaction	1593599874687	1593599885217	OK	 
REQUEST	867		Get Balance	1593599874438	1593599885225	OK	 
REQUEST	342		Create new account	1593599874697	1593599885228	OK	 
USER	Bank Load	342	END	1593599863923	1593599885228
REQUEST	868		Get Balance	1593599874459	1593599885235	OK	 
REQUEST	869		Get Balance	1593599874473	1593599885255	OK	 
REQUEST	569		Transaction	1593599874705	1593599885262	OK	 
REQUEST	870		Get Balance	1593599874494	1593599885267	OK	 
REQUEST	343		Create new account	1593599874753	1593599885289	OK	 
USER	Bank Load	343	END	1593599863943	1593599885290
REQUEST	871		Get Balance	1593599874516	1593599885304	OK	 
REQUEST	570		Transaction	1593599874754	1593599885305	OK	 
REQUEST	873		Get Balance	1593599874526	1593599885307	OK	 
REQUEST	872		Get Balance	1593599874537	1593599885338	OK	 
REQUEST	571		Transaction	1593599874794	1593599885347	OK	 
REQUEST	344		Create new account	1593599874806	1593599885356	OK	 
USER	Bank Load	344	END	1593599863966	1593599885357
REQUEST	572		Transaction	1593599874800	1593599885359	OK	 
REQUEST	874		Get Balance	1593599874563	1593599885369	OK	 
REQUEST	345		Create new account	1593599874838	1593599885392	OK	 
USER	Bank Load	345	END	1593599863986	1593599885393
REQUEST	875		Get Balance	1593599874585	1593599885398	OK	 
REQUEST	876		Get Balance	1593599874605	1593599885410	OK	 
REQUEST	573		Transaction	1593599874844	1593599885417	OK	 
REQUEST	877		Get Balance	1593599874627	1593599885428	OK	 
REQUEST	878		Get Balance	1593599874648	1593599885449	OK	 
REQUEST	346		Create new account	1593599874895	1593599885456	OK	 
USER	Bank Load	346	END	1593599864008	1593599885456
REQUEST	574		Transaction	1593599874883	1593599885461	OK	 
REQUEST	879		Get Balance	1593599874663	1593599885461	OK	 
REQUEST	575		Transaction	1593599874912	1593599885494	OK	 
REQUEST	347		Create new account	1593599874928	1593599885495	OK	 
USER	Bank Load	347	END	1593599864028	1593599885496
REQUEST	880		Get Balance	1593599874684	1593599885504	OK	 
REQUEST	576		Transaction	1593599874937	1593599885513	OK	 
REQUEST	881		Get Balance	1593599874704	1593599885534	OK	 
REQUEST	348		Create new account	1593599874943	1593599885545	OK	 
USER	Bank Load	348	END	1593599864043	1593599885545
REQUEST	349		Create new account	1593599874970	1593599885554	OK	 
USER	Bank Load	349	END	1593599864065	1593599885554
REQUEST	882		Get Balance	1593599874725	1593599885555	OK	 
REQUEST	883		Get Balance	1593599874746	1593599885589	OK	 
REQUEST	884		Get Balance	1593599874766	1593599885596	OK	 
REQUEST	577		Transaction	1593599874976	1593599885599	OK	 
REQUEST	578		Transaction	1593599875021	1593599885617	OK	 
REQUEST	885		Get Balance	1593599874789	1593599885627	OK	 
REQUEST	579		Transaction	1593599875033	1593599885654	OK	 
REQUEST	350		Create new account	1593599875029	1593599885654	OK	 
USER	Bank Load	350	END	1593599864086	1593599885654
REQUEST	886		Get Balance	1593599874803	1593599885680	OK	 
REQUEST	580		Transaction	1593599875063	1593599885695	OK	 
REQUEST	887		Get Balance	1593599874824	1593599885703	OK	 
REQUEST	351		Create new account	1593599875063	1593599885703	OK	 
USER	Bank Load	351	END	1593599864107	1593599885704
REQUEST	888		Get Balance	1593599874845	1593599885742	OK	 
REQUEST	352		Create new account	1593599875093	1593599885751	OK	 
USER	Bank Load	352	END	1593599864128	1593599885752
REQUEST	353		Create new account	1593599875112	1593599885774	OK	 
USER	Bank Load	353	END	1593599864144	1593599885774
REQUEST	581		Transaction	1593599875099	1593599885782	OK	 
REQUEST	889		Get Balance	1593599874866	1593599885796	OK	 
REQUEST	582		Transaction	1593599875130	1593599885813	OK	 
REQUEST	890		Get Balance	1593599874887	1593599885824	OK	 
REQUEST	891		Get Balance	1593599874909	1593599885833	OK	 
REQUEST	583		Transaction	1593599875142	1593599885847	OK	 
REQUEST	892		Get Balance	1593599874923	1593599885860	OK	 
REQUEST	354		Create new account	1593599875158	1593599885862	OK	 
USER	Bank Load	354	END	1593599864165	1593599885863
REQUEST	893		Get Balance	1593599874943	1593599885877	OK	 
REQUEST	584		Transaction	1593599875176	1593599885882	OK	 
REQUEST	585		Transaction	1593599875200	1593599885907	OK	 
REQUEST	894		Get Balance	1593599874965	1593599885912	OK	 
REQUEST	355		Create new account	1593599875190	1593599885912	OK	 
USER	Bank Load	355	END	1593599864186	1593599885913
REQUEST	356		Create new account	1593599875229	1593599885929	OK	 
USER	Bank Load	356	END	1593599864208	1593599885930
REQUEST	586		Transaction	1593599875222	1593599885958	OK	 
REQUEST	895		Get Balance	1593599874986	1593599885958	OK	 
REQUEST	587		Transaction	1593599875243	1593599885961	OK	 
REQUEST	896		Get Balance	1593599875008	1593599885961	OK	 
REQUEST	897		Get Balance	1593599875029	1593599885998	OK	 
REQUEST	588		Transaction	1593599875270	1593599886002	OK	 
REQUEST	357		Create new account	1593599875271	1593599886003	OK	 
USER	Bank Load	357	END	1593599864223	1593599886004
REQUEST	589		Transaction	1593599875281	1593599886014	OK	 
REQUEST	898		Get Balance	1593599875044	1593599886035	OK	 
REQUEST	899		Get Balance	1593599875065	1593599886050	OK	 
REQUEST	900		Get Balance	1593599875087	1593599886052	OK	 
REQUEST	358		Create new account	1593599875295	1593599886065	OK	 
USER	Bank Load	358	END	1593599864244	1593599886066
REQUEST	590		Transaction	1593599875337	1593599886086	OK	 
REQUEST	359		Create new account	1593599875343	1593599886094	OK	 
USER	Bank Load	359	END	1593599864266	1593599886094
REQUEST	591		Transaction	1593599875357	1593599886100	OK	 
REQUEST	901		Get Balance	1593599875109	1593599886113	OK	 
REQUEST	361		Create new account	1593599875391	1593599886140	OK	 
USER	Bank Load	361	END	1593599864307	1593599886141
REQUEST	902		Get Balance	1593599875123	1593599886142	OK	 
REQUEST	903		Get Balance	1593599875144	1593599886147	OK	 
REQUEST	592		Transaction	1593599875395	1593599886172	OK	 
REQUEST	904		Get Balance	1593599875166	1593599886180	OK	 
REQUEST	360		Create new account	1593599875410	1593599886190	OK	 
USER	Bank Load	360	END	1593599864286	1593599886191
REQUEST	593		Transaction	1593599875416	1593599886201	OK	 
REQUEST	362		Create new account	1593599875447	1593599886210	OK	 
USER	Bank Load	362	END	1593599864323	1593599886211
REQUEST	905		Get Balance	1593599875187	1593599886212	OK	 
REQUEST	906		Get Balance	1593599875208	1593599886225	OK	 
REQUEST	594		Transaction	1593599875458	1593599886248	OK	 
REQUEST	908		Get Balance	1593599875244	1593599886248	OK	 
REQUEST	907		Get Balance	1593599875223	1593599886260	OK	 
REQUEST	595		Transaction	1593599875499	1593599886275	OK	 
REQUEST	909		Get Balance	1593599875265	1593599886288	OK	 
REQUEST	363		Create new account	1593599875514	1593599886301	OK	 
USER	Bank Load	363	END	1593599864344	1593599886302
REQUEST	910		Get Balance	1593599875287	1593599886313	OK	 
REQUEST	596		Transaction	1593599875527	1593599886314	OK	 
REQUEST	364		Create new account	1593599875547	1593599886330	OK	 
USER	Bank Load	364	END	1593599864366	1593599886330
REQUEST	597		Transaction	1593599875548	1593599886343	OK	 
REQUEST	912		Get Balance	1593599875323	1593599886349	OK	 
REQUEST	911		Get Balance	1593599875308	1593599886350	OK	 
REQUEST	598		Transaction	1593599875566	1593599886373	OK	 
REQUEST	913		Get Balance	1593599875344	1593599886385	OK	 
REQUEST	365		Create new account	1593599875590	1593599886388	OK	 
USER	Bank Load	365	END	1593599864386	1593599886388
REQUEST	599		Transaction	1593599875587	1593599886394	OK	 
REQUEST	600		Transaction	1593599875594	1593599886414	OK	 
REQUEST	914		Get Balance	1593599875366	1593599886426	OK	 
REQUEST	367		Create new account	1593599875634	1593599886436	OK	 
USER	Bank Load	367	END	1593599864423	1593599886437
REQUEST	916		Get Balance	1593599875403	1593599886458	OK	 
REQUEST	915		Get Balance	1593599875388	1593599886458	OK	 
REQUEST	601		Transaction	1593599875634	1593599886462	OK	 
REQUEST	366		Create new account	1593599875657	1593599886478	OK	 
USER	Bank Load	366	END	1593599864407	1593599886478
REQUEST	917		Get Balance	1593599875425	1593599886493	OK	 
REQUEST	602		Transaction	1593599875663	1593599886500	OK	 
REQUEST	368		Create new account	1593599875677	1593599886504	OK	 
USER	Bank Load	368	END	1593599864444	1593599886504
REQUEST	603		Transaction	1593599875690	1593599886520	OK	 
REQUEST	919		Get Balance	1593599875468	1593599886534	OK	 
REQUEST	369		Create new account	1593599875703	1593599886536	OK	 
REQUEST	918		Get Balance	1593599875447	1593599886536	OK	 
USER	Bank Load	369	END	1593599864465	1593599886537
REQUEST	605		Transaction	1593599875717	1593599886571	OK	 
REQUEST	921		Get Balance	1593599875505	1593599886572	OK	 
REQUEST	920		Get Balance	1593599875483	1593599886578	OK	 
REQUEST	604		Transaction	1593599875719	1593599886591	OK	 
REQUEST	371		Create new account	1593599875756	1593599886612	OK	 
USER	Bank Load	371	END	1593599864508	1593599886612
REQUEST	922		Get Balance	1593599875526	1593599886616	OK	 
REQUEST	370		Create new account	1593599875759	1593599886620	OK	 
USER	Bank Load	370	END	1593599864486	1593599886620
REQUEST	372		Create new account	1593599875776	1593599886638	OK	 
USER	Bank Load	372	END	1593599864523	1593599886639
REQUEST	923		Get Balance	1593599875557	1593599886651	OK	 
REQUEST	606		Transaction	1593599875795	1593599886655	OK	 
REQUEST	607		Transaction	1593599875796	1593599886663	OK	 
REQUEST	924		Get Balance	1593599875579	1593599886674	OK	 
REQUEST	925		Get Balance	1593599875593	1593599886699	OK	 
REQUEST	608		Transaction	1593599875830	1593599886701	OK	 
REQUEST	373		Create new account	1593599875821	1593599886710	OK	 
USER	Bank Load	373	END	1593599864544	1593599886711
REQUEST	374		Create new account	1593599875838	1593599886718	OK	 
USER	Bank Load	374	END	1593599864565	1593599886718
REQUEST	926		Get Balance	1593599875614	1593599886744	OK	 
REQUEST	609		Transaction	1593599875859	1593599886749	OK	 
REQUEST	375		Create new account	1593599875857	1593599886754	OK	 
REQUEST	927		Get Balance	1593599875635	1593599886754	OK	 
USER	Bank Load	375	END	1593599864586	1593599886755
REQUEST	928		Get Balance	1593599875657	1593599886782	OK	 
REQUEST	376		Create new account	1593599875882	1593599886787	OK	 
USER	Bank Load	376	END	1593599864607	1593599886787
REQUEST	378		Create new account	1593599875918	1593599886795	OK	 
USER	Bank Load	378	END	1593599864643	1593599886796
REQUEST	611		Transaction	1593599875898	1593599886810	OK	 
REQUEST	610		Transaction	1593599875907	1593599886836	OK	 
REQUEST	929		Get Balance	1593599875678	1593599886841	OK	 
REQUEST	612		Transaction	1593599875918	1593599886841	OK	 
REQUEST	930		Get Balance	1593599875694	1593599886844	OK	 
REQUEST	377		Create new account	1593599875943	1593599886879	OK	 
USER	Bank Load	377	END	1593599864628	1593599886880
REQUEST	613		Transaction	1593599875952	1593599886882	OK	 
REQUEST	931		Get Balance	1593599875715	1593599886882	OK	 
REQUEST	379		Create new account	1593599875964	1593599886886	OK	 
USER	Bank Load	379	END	1593599864665	1593599886887
REQUEST	932		Get Balance	1593599875736	1593599886911	OK	 
REQUEST	933		Get Balance	1593599875757	1593599886922	OK	 
REQUEST	380		Create new account	1593599876003	1593599886926	OK	 
USER	Bank Load	380	END	1593599864685	1593599886927
REQUEST	614		Transaction	1593599875980	1593599886939	OK	 
REQUEST	934		Get Balance	1593599875778	1593599886950	OK	 
REQUEST	935		Get Balance	1593599875794	1593599886962	OK	 
REQUEST	615		Transaction	1593599876025	1593599886976	OK	 
REQUEST	936		Get Balance	1593599875814	1593599886980	OK	 
REQUEST	616		Transaction	1593599876039	1593599886988	OK	 
REQUEST	381		Create new account	1593599876060	1593599887001	OK	 
USER	Bank Load	381	END	1593599864706	1593599887002
REQUEST	937		Get Balance	1593599875836	1593599887010	OK	 
REQUEST	938		Get Balance	1593599875857	1593599887024	OK	 
REQUEST	617		Transaction	1593599876084	1593599887036	OK	 
REQUEST	382		Create new account	1593599876120	1593599887047	OK	 
USER	Bank Load	382	END	1593599864727	1593599887047
REQUEST	939		Get Balance	1593599875878	1593599887068	OK	 
REQUEST	618		Transaction	1593599876120	1593599887070	OK	 
REQUEST	940		Get Balance	1593599875893	1593599887086	OK	 
REQUEST	619		Transaction	1593599876137	1593599887092	OK	 
REQUEST	941		Get Balance	1593599875914	1593599887106	OK	 
REQUEST	942		Get Balance	1593599875935	1593599887127	OK	 
REQUEST	620		Transaction	1593599876163	1593599887130	OK	 
REQUEST	621		Transaction	1593599876178	1593599887136	OK	 
REQUEST	385		Create new account	1593599876195	1593599887147	OK	 
USER	Bank Load	385	END	1593599864785	1593599887148
REQUEST	943		Get Balance	1593599875956	1593599887173	OK	 
REQUEST	623		Transaction	1593599876202	1593599887175	OK	 
REQUEST	622		Transaction	1593599876206	1593599887183	OK	 
REQUEST	944		Get Balance	1593599875978	1593599887188	OK	 
REQUEST	945		Get Balance	1593599875993	1593599887216	OK	 
REQUEST	383		Create new account	1593599876228	1593599887225	OK	 
USER	Bank Load	383	END	1593599864743	1593599887226
REQUEST	625		Transaction	1593599876246	1593599887241	OK	 
REQUEST	624		Transaction	1593599876248	1593599887253	OK	 
REQUEST	946		Get Balance	1593599876014	1593599887259	OK	 
REQUEST	386		Create new account	1593599876254	1593599887261	OK	 
USER	Bank Load	386	END	1593599864803	1593599887261
REQUEST	947		Get Balance	1593599876035	1593599887282	OK	 
REQUEST	626		Transaction	1593599876285	1593599887297	OK	 
REQUEST	948		Get Balance	1593599876056	1593599887301	OK	 
REQUEST	387		Create new account	1593599876299	1593599887307	OK	 
USER	Bank Load	387	END	1593599864824	1593599887307
REQUEST	627		Transaction	1593599876320	1593599887324	OK	 
REQUEST	384		Create new account	1593599876323	1593599887340	OK	 
USER	Bank Load	384	END	1593599864764	1593599887340
REQUEST	949		Get Balance	1593599876078	1593599887349	OK	 
REQUEST	628		Transaction	1593599876339	1593599887351	OK	 
REQUEST	950		Get Balance	1593599876099	1593599887363	OK	 
REQUEST	388		Create new account	1593599876351	1593599887388	OK	 
REQUEST	951		Get Balance	1593599876114	1593599887388	OK	 
USER	Bank Load	388	END	1593599864845	1593599887388
REQUEST	629		Transaction	1593599876356	1593599887402	OK	 
REQUEST	630		Transaction	1593599876380	1593599887407	OK	 
REQUEST	953		Get Balance	1593599876156	1593599887426	OK	 
REQUEST	631		Transaction	1593599876384	1593599887436	OK	 
REQUEST	954		Get Balance	1593599876177	1593599887440	OK	 
REQUEST	632		Transaction	1593599876405	1593599887445	OK	 
REQUEST	955		Get Balance	1593599876199	1593599887471	OK	 
REQUEST	633		Transaction	1593599876424	1593599887473	OK	 
REQUEST	956		Get Balance	1593599876214	1593599887473	OK	 
REQUEST	634		Transaction	1593599876461	1593599887499	OK	 
REQUEST	390		Create new account	1593599876467	1593599887509	OK	 
USER	Bank Load	390	END	1593599864888	1593599887509
REQUEST	391		Create new account	1593599876480	1593599887518	OK	 
USER	Bank Load	391	END	1593599864903	1593599887518
REQUEST	635		Transaction	1593599876475	1593599887521	OK	 
REQUEST	957		Get Balance	1593599876235	1593599887536	OK	 
REQUEST	636		Transaction	1593599876500	1593599887552	OK	 
REQUEST	959		Get Balance	1593599876278	1593599887557	OK	 
REQUEST	639		Transaction	1593599876521	1593599887569	OK	 
REQUEST	638		Transaction	1593599876521	1593599887580	OK	 
REQUEST	962		Get Balance	1593599876337	1593599887591	OK	 
REQUEST	640		Transaction	1593599876555	1593599887605	OK	 
REQUEST	642		Transaction	1593599876587	1593599887623	OK	 
REQUEST	964		Get Balance	1593599876378	1593599887629	OK	 
REQUEST	963		Get Balance	1593599876358	1593599887641	OK	 
REQUEST	643		Transaction	1593599876588	1593599887646	OK	 
REQUEST	965		Get Balance	1593599876394	1593599887667	OK	 
REQUEST	394		Create new account	1593599876635	1593599887669	OK	 
USER	Bank Load	394	END	1593599864966	1593599887670
REQUEST	393		Create new account	1593599876648	1593599887683	OK	 
USER	Bank Load	393	END	1593599864945	1593599887684
REQUEST	395		Create new account	1593599876648	1593599887690	OK	 
USER	Bank Load	395	END	1593599864987	1593599887690
REQUEST	968		Get Balance	1593599876458	1593599887707	OK	 
REQUEST	966		Get Balance	1593599876415	1593599887709	OK	 
REQUEST	970		Get Balance	1593599876494	1593599887733	OK	 
