RUN	bank.BalanceSimulation	balancesimulation	1593599353025	 	3.3.1
USER	Balance	70	END	1593599359661	1593599360874
USER	Balance	435	START	1593599360882	1593599360882
USER	Balance	437	START	1593599360882	1593599360882
USER	Balance	436	START	1593599360882	1593599360882
USER	Balance	440	START	1593599360893	1593599360893
USER	Balance	438	START	1593599360893	1593599360893
USER	Balance	439	START	1593599360893	1593599360893
REQUEST	74		Get Balance	1593599359673	1593599360898	OK	 
USER	Balance	74	END	1593599359671	1593599360899
USER	Balance	441	START	1593599360903	1593599360903
USER	Balance	442	START	1593599360903	1593599360903
USER	Balance	443	START	1593599360903	1593599360903
USER	Balance	445	START	1593599360908	1593599360908
USER	Balance	446	START	1593599360908	1593599360908
USER	Balance	444	START	1593599360908	1593599360908
REQUEST	72		Get Balance	1593599359662	1593599360909	OK	 
REQUEST	75		Get Balance	1593599359673	1593599360909	OK	 
USER	Balance	72	END	1593599359661	1593599360909
USER	Balance	75	END	1593599359671	1593599360909
USER	Balance	448	START	1593599360919	1593599360919
USER	Balance	447	START	1593599360919	1593599360919
USER	Balance	449	START	1593599360919	1593599360919
USER	Balance	450	START	1593599360930	1593599360930
USER	Balance	452	START	1593599360930	1593599360930
USER	Balance	451	START	1593599360930	1593599360930
USER	Balance	453	START	1593599360940	1593599360940
USER	Balance	454	START	1593599360940	1593599360940
USER	Balance	455	START	1593599360940	1593599360940
REQUEST	77		Get Balance	1593599359683	1593599360944	OK	 
USER	Balance	77	END	1593599359682	1593599360945
USER	Balance	458	START	1593599360950	1593599360950
USER	Balance	457	START	1593599360950	1593599360950
USER	Balance	456	START	1593599360950	1593599360950
USER	Balance	459	START	1593599360961	1593599360961
USER	Balance	461	START	1593599360961	1593599360961
USER	Balance	460	START	1593599360961	1593599360961
REQUEST	73		Get Balance	1593599359672	1593599360964	OK	 
USER	Balance	73	END	1593599359671	1593599360964
USER	Balance	462	START	1593599360972	1593599360972
USER	Balance	463	START	1593599360972	1593599360972
USER	Balance	464	START	1593599360972	1593599360972
REQUEST	78		Get Balance	1593599359683	1593599360974	OK	 
USER	Balance	78	END	1593599359682	1593599360974
REQUEST	76		Get Balance	1593599359683	1593599360977	OK	 
USER	Balance	76	END	1593599359682	1593599360978
USER	Balance	466	START	1593599360982	1593599360982
USER	Balance	467	START	1593599360982	1593599360982
USER	Balance	465	START	1593599360982	1593599360982
USER	Balance	469	START	1593599360993	1593599360993
USER	Balance	470	START	1593599360993	1593599360993
USER	Balance	468	START	1593599360993	1593599360993
USER	Balance	473	START	1593599361003	1593599361003
USER	Balance	472	START	1593599361003	1593599361003
USER	Balance	471	START	1593599361003	1593599361003
REQUEST	80		Get Balance	1593599359694	1593599361005	OK	 
USER	Balance	80	END	1593599359693	1593599361006
REQUEST	81		Get Balance	1593599359694	1593599361013	OK	 
USER	Balance	81	END	1593599359693	1593599361013
USER	Balance	474	START	1593599361014	1593599361014
USER	Balance	476	START	1593599361014	1593599361014
USER	Balance	475	START	1593599361014	1593599361014
USER	Balance	478	START	1593599361018	1593599361018
USER	Balance	477	START	1593599361018	1593599361018
USER	Balance	479	START	1593599361018	1593599361018
USER	Balance	480	START	1593599361028	1593599361028
USER	Balance	482	START	1593599361028	1593599361028
USER	Balance	481	START	1593599361028	1593599361028
REQUEST	79		Get Balance	1593599359693	1593599361033	OK	 
USER	Balance	79	END	1593599359693	1593599361033
USER	Balance	484	START	1593599361039	1593599361039
USER	Balance	483	START	1593599361039	1593599361039
USER	Balance	485	START	1593599361039	1593599361039
REQUEST	84		Get Balance	1593599359705	1593599361047	OK	 
USER	Balance	84	END	1593599359703	1593599361048
USER	Balance	486	START	1593599361050	1593599361050
USER	Balance	488	START	1593599361050	1593599361050
USER	Balance	487	START	1593599361050	1593599361050
USER	Balance	489	START	1593599361060	1593599361060
USER	Balance	491	START	1593599361060	1593599361060
USER	Balance	490	START	1593599361060	1593599361060
USER	Balance	492	START	1593599361071	1593599361071
USER	Balance	494	START	1593599361071	1593599361071
USER	Balance	493	START	1593599361071	1593599361071
USER	Balance	496	START	1593599361082	1593599361082
USER	Balance	497	START	1593599361082	1593599361082
USER	Balance	495	START	1593599361082	1593599361082
USER	Balance	498	START	1593599361093	1593599361093
USER	Balance	499	START	1593599361093	1593599361093
USER	Balance	500	START	1593599361093	1593599361093
USER	Balance	502	START	1593599361103	1593599361103
USER	Balance	501	START	1593599361103	1593599361103
USER	Balance	503	START	1593599361103	1593599361103
USER	Balance	506	START	1593599361108	1593599361108
USER	Balance	504	START	1593599361108	1593599361108
USER	Balance	505	START	1593599361108	1593599361108
REQUEST	86		Get Balance	1593599359709	1593599361109	OK	 
USER	Balance	86	END	1593599359708	1593599361110
REQUEST	85		Get Balance	1593599359709	1593599361113	OK	 
USER	Balance	85	END	1593599359708	1593599361114
USER	Balance	507	START	1593599361118	1593599361118
USER	Balance	508	START	1593599361118	1593599361118
USER	Balance	509	START	1593599361118	1593599361118
REQUEST	82		Get Balance	1593599359705	1593599361125	OK	 
USER	Balance	82	END	1593599359703	1593599361126
USER	Balance	512	START	1593599361129	1593599361129
USER	Balance	510	START	1593599361129	1593599361129
USER	Balance	511	START	1593599361129	1593599361129
USER	Balance	513	START	1593599361139	1593599361139
USER	Balance	515	START	1593599361139	1593599361139
USER	Balance	514	START	1593599361139	1593599361139
USER	Balance	517	START	1593599361150	1593599361150
USER	Balance	516	START	1593599361150	1593599361150
USER	Balance	518	START	1593599361150	1593599361150
USER	Balance	519	START	1593599361161	1593599361161
USER	Balance	521	START	1593599361161	1593599361161
USER	Balance	520	START	1593599361161	1593599361161
USER	Balance	524	START	1593599361172	1593599361172
USER	Balance	523	START	1593599361172	1593599361172
USER	Balance	522	START	1593599361172	1593599361172
REQUEST	83		Get Balance	1593599359704	1593599361175	OK	 
USER	Balance	83	END	1593599359703	1593599361176
USER	Balance	525	START	1593599361182	1593599361182
USER	Balance	527	START	1593599361182	1593599361182
USER	Balance	526	START	1593599361182	1593599361182
USER	Balance	528	START	1593599361192	1593599361192
USER	Balance	529	START	1593599361192	1593599361192
USER	Balance	530	START	1593599361192	1593599361192
USER	Balance	532	START	1593599361203	1593599361203
USER	Balance	533	START	1593599361203	1593599361203
USER	Balance	531	START	1593599361203	1593599361203
USER	Balance	534	START	1593599361213	1593599361213
USER	Balance	535	START	1593599361213	1593599361213
USER	Balance	536	START	1593599361213	1593599361213
USER	Balance	539	START	1593599361223	1593599361223
USER	Balance	538	START	1593599361223	1593599361223
USER	Balance	537	START	1593599361223	1593599361223
USER	Balance	542	START	1593599361228	1593599361228
USER	Balance	540	START	1593599361228	1593599361228
USER	Balance	541	START	1593599361228	1593599361228
REQUEST	88		Get Balance	1593599359719	1593599361231	OK	 
USER	Balance	88	END	1593599359718	1593599361231
USER	Balance	543	START	1593599361238	1593599361238
USER	Balance	545	START	1593599361238	1593599361238
USER	Balance	544	START	1593599361238	1593599361238
USER	Balance	546	START	1593599361248	1593599361248
USER	Balance	547	START	1593599361248	1593599361248
USER	Balance	548	START	1593599361248	1593599361248
USER	Balance	550	START	1593599361258	1593599361258
USER	Balance	549	START	1593599361258	1593599361258
USER	Balance	551	START	1593599361258	1593599361258
USER	Balance	553	START	1593599361269	1593599361269
USER	Balance	554	START	1593599361269	1593599361269
USER	Balance	552	START	1593599361269	1593599361269
REQUEST	90		Get Balance	1593599359719	1593599361273	OK	 
USER	Balance	90	END	1593599359718	1593599361274
REQUEST	87		Get Balance	1593599359710	1593599361279	OK	 
USER	Balance	556	START	1593599361279	1593599361279
USER	Balance	557	START	1593599361279	1593599361279
USER	Balance	555	START	1593599361279	1593599361279
USER	Balance	87	END	1593599359708	1593599361280
USER	Balance	560	START	1593599361290	1593599361290
USER	Balance	558	START	1593599361289	1593599361289
USER	Balance	559	START	1593599361289	1593599361289
REQUEST	89		Get Balance	1593599359719	1593599361299	OK	 
USER	Balance	89	END	1593599359718	1593599361300
USER	Balance	562	START	1593599361300	1593599361300
USER	Balance	561	START	1593599361300	1593599361300
USER	Balance	563	START	1593599361300	1593599361300
USER	Balance	565	START	1593599361310	1593599361310
USER	Balance	566	START	1593599361310	1593599361310
USER	Balance	564	START	1593599361310	1593599361310
USER	Balance	567	START	1593599361321	1593599361321
USER	Balance	569	START	1593599361321	1593599361321
USER	Balance	568	START	1593599361321	1593599361321
USER	Balance	571	START	1593599361331	1593599361331
USER	Balance	572	START	1593599361331	1593599361331
USER	Balance	570	START	1593599361331	1593599361331
USER	Balance	574	START	1593599361342	1593599361342
USER	Balance	573	START	1593599361342	1593599361342
USER	Balance	575	START	1593599361342	1593599361342
USER	Balance	577	START	1593599361355	1593599361355
USER	Balance	578	START	1593599361355	1593599361355
USER	Balance	576	START	1593599361355	1593599361355
USER	Balance	579	START	1593599361358	1593599361358
USER	Balance	581	START	1593599361358	1593599361358
USER	Balance	580	START	1593599361358	1593599361358
USER	Balance	583	START	1593599361369	1593599361369
USER	Balance	582	START	1593599361369	1593599361369
USER	Balance	584	START	1593599361369	1593599361369
USER	Balance	586	START	1593599361379	1593599361379
USER	Balance	585	START	1593599361379	1593599361379
USER	Balance	587	START	1593599361379	1593599361379
USER	Balance	590	START	1593599361390	1593599361390
USER	Balance	589	START	1593599361390	1593599361390
USER	Balance	588	START	1593599361390	1593599361390
USER	Balance	592	START	1593599361401	1593599361401
USER	Balance	593	START	1593599361401	1593599361401
USER	Balance	591	START	1593599361401	1593599361401
USER	Balance	594	START	1593599361411	1593599361411
USER	Balance	596	START	1593599361412	1593599361412
USER	Balance	595	START	1593599361412	1593599361412
USER	Balance	597	START	1593599361422	1593599361422
USER	Balance	598	START	1593599361422	1593599361422
USER	Balance	599	START	1593599361422	1593599361422
USER	Balance	601	START	1593599361433	1593599361433
USER	Balance	600	START	1593599361433	1593599361433
USER	Balance	602	START	1593599361433	1593599361433
USER	Balance	605	START	1593599361443	1593599361443
USER	Balance	603	START	1593599361443	1593599361443
USER	Balance	604	START	1593599361443	1593599361443
USER	Balance	606	START	1593599361448	1593599361448
USER	Balance	608	START	1593599361448	1593599361448
USER	Balance	607	START	1593599361448	1593599361448
REQUEST	94		Get Balance	1593599359741	1593599361450	OK	 
USER	Balance	94	END	1593599359739	1593599361451
REQUEST	91		Get Balance	1593599359729	1593599361452	OK	 
USER	Balance	91	END	1593599359728	1593599361452
USER	Balance	610	START	1593599361458	1593599361458
USER	Balance	611	START	1593599361458	1593599361458
USER	Balance	609	START	1593599361458	1593599361458
USER	Balance	614	START	1593599361469	1593599361469
USER	Balance	613	START	1593599361469	1593599361469
USER	Balance	612	START	1593599361469	1593599361469
USER	Balance	616	START	1593599361479	1593599361479
USER	Balance	615	START	1593599361479	1593599361479
USER	Balance	617	START	1593599361479	1593599361479
USER	Balance	620	START	1593599361490	1593599361490
USER	Balance	619	START	1593599361490	1593599361490
USER	Balance	618	START	1593599361490	1593599361490
USER	Balance	623	START	1593599361500	1593599361500
USER	Balance	621	START	1593599361500	1593599361500
USER	Balance	622	START	1593599361500	1593599361500
USER	Balance	626	START	1593599361511	1593599361511
USER	Balance	625	START	1593599361511	1593599361511
USER	Balance	624	START	1593599361511	1593599361511
REQUEST	93		Get Balance	1593599359729	1593599361519	OK	 
USER	Balance	93	END	1593599359728	1593599361519
USER	Balance	628	START	1593599361522	1593599361522
USER	Balance	629	START	1593599361522	1593599361522
USER	Balance	627	START	1593599361522	1593599361522
REQUEST	92		Get Balance	1593599359730	1593599361530	OK	 
REQUEST	96		Get Balance	1593599359740	1593599361530	OK	 
USER	Balance	92	END	1593599359728	1593599361531
USER	Balance	96	END	1593599359739	1593599361531
USER	Balance	631	START	1593599361533	1593599361533
USER	Balance	632	START	1593599361533	1593599361533
USER	Balance	630	START	1593599361533	1593599361533
USER	Balance	635	START	1593599361543	1593599361543
USER	Balance	633	START	1593599361543	1593599361543
USER	Balance	634	START	1593599361543	1593599361543
USER	Balance	637	START	1593599361554	1593599361554
USER	Balance	636	START	1593599361554	1593599361554
USER	Balance	638	START	1593599361554	1593599361554
USER	Balance	640	START	1593599361558	1593599361558
USER	Balance	639	START	1593599361558	1593599361558
USER	Balance	641	START	1593599361558	1593599361558
USER	Balance	642	START	1593599361568	1593599361568
USER	Balance	643	START	1593599361568	1593599361568
USER	Balance	644	START	1593599361568	1593599361568
USER	Balance	646	START	1593599361578	1593599361578
USER	Balance	645	START	1593599361578	1593599361578
USER	Balance	647	START	1593599361578	1593599361578
REQUEST	95		Get Balance	1593599359740	1593599361582	OK	 
USER	Balance	95	END	1593599359739	1593599361582
USER	Balance	648	START	1593599361589	1593599361589
USER	Balance	649	START	1593599361589	1593599361589
USER	Balance	650	START	1593599361589	1593599361589
REQUEST	98		Get Balance	1593599359751	1593599361596	OK	 
USER	Balance	98	END	1593599359749	1593599361597
USER	Balance	652	START	1593599361599	1593599361599
USER	Balance	651	START	1593599361599	1593599361599
USER	Balance	653	START	1593599361599	1593599361599
USER	Balance	655	START	1593599361610	1593599361610
USER	Balance	654	START	1593599361610	1593599361610
USER	Balance	656	START	1593599361610	1593599361610
USER	Balance	657	START	1593599361621	1593599361621
USER	Balance	659	START	1593599361621	1593599361621
USER	Balance	658	START	1593599361621	1593599361621
REQUEST	97		Get Balance	1593599359750	1593599361621	OK	 
USER	Balance	97	END	1593599359749	1593599361622
REQUEST	99		Get Balance	1593599359750	1593599361627	OK	 
USER	Balance	99	END	1593599359749	1593599361628
USER	Balance	662	START	1593599361632	1593599361632
USER	Balance	661	START	1593599361632	1593599361632
USER	Balance	660	START	1593599361632	1593599361632
USER	Balance	663	START	1593599361642	1593599361642
USER	Balance	665	START	1593599361642	1593599361642
USER	Balance	664	START	1593599361642	1593599361642
USER	Balance	666	START	1593599361653	1593599361653
USER	Balance	667	START	1593599361653	1593599361653
USER	Balance	668	START	1593599361654	1593599361654
REQUEST	102		Get Balance	1593599359762	1593599361657	OK	 
USER	Balance	102	END	1593599359761	1593599361658
USER	Balance	670	START	1593599361658	1593599361658
USER	Balance	669	START	1593599361658	1593599361658
USER	Balance	671	START	1593599361658	1593599361658
USER	Balance	673	START	1593599361669	1593599361669
USER	Balance	674	START	1593599361669	1593599361669
USER	Balance	672	START	1593599361669	1593599361669
USER	Balance	677	START	1593599361679	1593599361679
USER	Balance	676	START	1593599361679	1593599361679
USER	Balance	675	START	1593599361679	1593599361679
REQUEST	105		Get Balance	1593599359771	1593599361686	OK	 
